name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
curated/02-literal-alternate/sherlock-casei-en,count,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,899232,8080,4.56s,370.48us,3.24us,371.25us,9.04us,354.00us,525.34us
curated/02-literal-alternate/sherlock-ru,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,1570556,91,4.61s,33.12ms,184.51us,33.20ms,608.45us,31.21ms,36.74ms
curated/02-literal-alternate/sherlock-ru,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,1570556,438,4.56s,6.85ms,26.43us,6.86ms,118.21us,6.46ms,9.07ms
curated/02-literal-alternate/sherlock-ru,count,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,1570556,77,4.56s,39.16ms,51.67us,39.15ms,93.01us,38.93ms,39.58ms
curated/02-literal-alternate/sherlock-ru,count,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,1570556,10899,4.56s,273.86us,2.18us,275.22us,8.91us,261.15us,422.67us
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,1570556,72,4.56s,42.03ms,129.76us,42.16ms,359.14us,41.78ms,43.84ms
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,1570556,308,4.56s,9.72ms,27.35us,9.75ms,111.27us,9.61ms,10.50ms
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,1570556,32,4.66s,95.84ms,231.40us,95.98ms,550.13us,95.19ms,97.66ms
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,1570556,2479,4.56s,1.21ms,6.37us,1.21ms,17.08us,1.17ms,1.40ms
curated/02-literal-alternate/sherlock-zh,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,813478,245,4.56s,12.24ms,60.91us,12.27ms,171.33us,11.92ms,13.51ms
curated/02-literal-alternate/sherlock-zh,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,813478,1357,4.56s,2.21ms,11.58us,2.21ms,31.47us,2.16ms,2.45ms
curated/02-literal-alternate/sherlock-zh,count,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,813478,164,4.56s,18.33ms,49.26us,18.37ms,167.62us,18.18ms,19.72ms
curated/02-literal-alternate/sherlock-zh,count,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,813478,44874,4.56s,64.97us,1.33us,66.81us,3.85us,61.92us,200.44us
curated/03-date/ascii,count-spans,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,268796,10,4.96s,323.43ms,1.02ms,326.58ms,4.57ms,322.28ms,332.94ms
curated/03-date/ascii,count-spans,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,"failed to run command for 'gregex/pike-jit', last line of stderr is: fatal runtime error: stack overflow",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/03-date/ascii,count-spans,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,268796,9,4.91s,348.25ms,888.60us,349.21ms,1.88ms,347.37ms,353.32ms
curated/03-date/ascii,count-spans,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,268796,1326,4.56s,2.26ms,40.45us,2.26ms,66.22us,1.95ms,2.99ms
curated/03-date/unicode,count-spans,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,268796,10,4.96s,325.20ms,880.87us,325.40ms,1.18ms,323.83ms,327.74ms
curated/03-date/unicode,count-spans,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,"failed to run command for 'gregex/pike-jit', last line of stderr is: fatal runtime error: stack overflow",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/03-date/unicode,count-spans,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,268796,9,5.11s,361.52ms,274.91us,361.93ms,862.58us,360.93ms,363.83ms
curated/03-date/unicode,count-spans,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,268796,1313,4.56s,2.27ms,27.27us,2.29ms,55.70us,2.19ms,2.73ms
curated/03-date/unicode-captures,count-captures,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,268796,6,4.96s,545.46ms,157.70us,545.66ms,465.68us,545.27ms,546.62ms
curated/03-date/unicode-captures,count-captures,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,"failed to run command for 'gregex/pike-jit', last line of stderr is: fatal runtime error: stack overflow",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/03-date/unicode-captures,count-captures,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,268796,6,4.91s,544.63ms,1.14ms,544.49ms,1.21ms,542.64ms,545.77ms
curated/03-date/unicode-captures,count-captures,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,268796,117,4.56s,25.76ms,52.58us,25.78ms,133.34us,25.60ms,26.36ms
curated/03-date/compile-ascii,compile,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,,1529,4.51s,1.81ms,9.83us,1.81ms,37.42us,1.67ms,2.43ms
curated/03-date/compile-ascii,compile,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,"failed to run command for 'gregex/pike-jit', last line of stderr is: fatal runtime error: stack overflow",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/03-date/compile-ascii,compile,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,,1172,4.51s,1.36ms,11.56us,1.36ms,30.77us,1.28ms,1.68ms
curated/03-date/compile-ascii,compile,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,,1023,4.51s,1.63ms,16.98us,1.64ms,33.57us,1.56ms,1.90ms
curated/03-date/compile-unicode,compile,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,,1527,4.51s,1.81ms,8.32us,1.82ms,35.49us,1.76ms,2.16ms
curated/03-date/compile-unicode,compile,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,"failed to run command for 'gregex/pike-jit', last line of stderr is: fatal runtime error: stack overflow",,0,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns,0.00ns
curated/03-date/compile-unicode,compile,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,,595,4.51s,3.55ms,23.31us,3.57ms,69.75us,3.46ms,4.25ms
curated/03-date/compile-unicode,compile,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,,346,4.56s,6.30ms,42.02us,6.31ms,78.51us,6.17ms,6.69ms
